"Ссылка на статью","Заголовок","Редактор, Автор"
"https://docs.python.org/3/whatsnew/3.11.html","What’s New In Python 3.11¶"," Release 3.11.4  Date June 24, 2023  Editor Pablo Galindo Salgado  "
